Have,Want,Trade,Name,Set,Low,Mid,High
1,0,0,Ponyta,XY - Evolutions,$0.01,$0.10,$10.00
1,0,0,Ponyta,SWSH10: Astral Radiance,$0.01,$0.07,$1.28
1,0,0,Poochyena,Legends Awakened,$0.16,$0.34,$1.99
1,0,0,Porygon,Plasma Blast,$0.01,$0.25,$1.28
1,0,0,Porygon,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
2,0,0,Porygon,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Porygon-Z - [Holofoil],SV04: Paradox Rift,$0.01,$0.12,$5.00
2,0,0,Potion,Base Set,$0.01,$0.23,$25.00
3,0,0,Potion,Secret Wonders,$0.01,$0.16,$1.31
1,0,0,Power Tablet,SWSH08: Fusion Strike,$0.01,$0.10,$6.69
1,0,0,Plusle,Unleashed,$0.20,$0.35,$1.99
3,0,0,PlusPower,Secret Wonders,$0.05,$0.25,$3.50
1,0,0,PlusPower - [Reverse Holofoil],Secret Wonders,$0.35,$0.49,$2.99
1,0,0,Poke Kid,SWSH01: Sword & Shield Base Set,$0.01,$0.15,$1.00
1,0,0,Pokedex - [Reverse Holofoil],Black and White,$0.22,$0.44,$1.66
2,0,0,Pokedex,Black and White,$0.15,$0.25,$1.44
1,0,0,Pokemon Fan Club,XY - Flashfire,$0.02,$0.18,$1.31
2,0,0,Pokemon Retriever,Team Rocket Returns,$0.50,$1.05,$22.00
1,0,0,Pidgey,Triumphant,$0.15,$0.28,$1.45
2,0,0,Pidove,Black and White,$0.04,$0.22,$5.87
2,0,0,Pidove,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
2,0,0,Pikachu,Holon Phantoms,$0.93,$2.14,$6.35
1,0,0,Pikachu,Arceus,$0.90,$1.82,$22.00
2,0,0,Pikachu,Hidden Fates,$0.03,$0.20,$4.39
1,0,0,Pikachu - [Holofoil],Celebrations,$0.10,$0.50,$10.99
4,0,0,Pikachu,SV02: Paldea Evolved,$0.01,$0.10,$2.95
2,0,0,Pikachu - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.18,$2.99
2,0,0,Pikachu - [Holofoil],McDonald's Promos 2023,$1.22,$2.95,$10.00
2,0,0,Pikachu - 6/12 - [Holofoil],McDonald's Promos 2015,$5.64,$20.48,$31.85
1,0,0,Pikachu V - SWSH198 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.22,$0.75,$7.95
1,0,0,Pinsir,Secret Wonders,$0.16,$0.44,$1.49
1,0,0,Piplup,XY - BREAKthrough,$0.03,$0.20,$2.21
10,0,0,Piplup,SWSH09: Brilliant Stars,$0.01,$0.07,$2.00
1,0,0,Petilil,SWSH10: Astral Radiance,$0.01,$0.05,$2.00
3,0,0,Phanpy,Secret Wonders,$0.10,$0.27,$4.80
3,0,0,Phantump - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.12,$1.28
1,0,0,Phantump,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
1,0,0,Parasect,Supreme Victors,$0.75,$1.02,$4.00
1,0,0,Parasect,SWSH11: Lost Origin,$0.01,$0.10,$2.00
1,0,0,Passimian,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Patrat (78),Black and White,$0.01,$0.22,$1.90
1,0,0,Pawmi - 040 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.09,$0.25,$999.99
1,0,0,Pawmi - 073/198,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
1,0,0,Pawniard - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
1,0,0,Pawniard (91),Crown Zenith,$0.01,$0.05,$4.00
1,0,0,Pelipper (45),Arceus,$0.10,$0.28,$1.37
1,0,0,Palossand - [Reverse Holofoil],SWSH12: Silver Tempest,$0.04,$0.15,$1.32
1,0,0,Palossand,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
1,0,0,Palpitoad,Noble Victories,$0.28,$0.54,$18.19
3,0,0,Pancham,SWSH08: Fusion Strike,$0.01,$0.07,$1.29
1,0,0,Panic Mask,SWSH11: Lost Origin,$0.01,$0.11,$2.00
1,0,0,Panpour,SM - Burning Shadows,$0.01,$0.10,$2.00
2,0,0,Pansage,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
4,0,0,Pansage,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
2,0,0,Paldean Tauros - 028/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Paldean Tauros - 028/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.08,$0.20,$2.95
1,0,0,Paldean Wooper - 041 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.10,$0.26,$2.78
1,0,0,Oricorio,SV04: Paradox Rift,$0.01,$0.05,$2.95
3,0,0,Oshawott,SWSH10: Astral Radiance,$0.01,$0.06,$999.00
1,0,0,Oranguru (Secret) - [Holofoil],SWSH04: Vivid Voltage,$2.78,$4.19,$37.98
3,0,0,Onix,SM - Lost Thunder,$0.05,$0.20,$1.35
3,0,0,Onix,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
1,0,0,Onix - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.12,$4.03
5,0,0,Onix,Pokemon GO,$0.01,$0.07,$2.00
2,0,0,Onix (57),Unleashed,$0.13,$0.25,$2.98
1,0,0,Oddish,Undaunted,$0.20,$0.34,$8.99
1,0,0,Oddish,SM - Cosmic Eclipse,$0.03,$0.16,$1.30
1,0,0,Oddish,SV: Scarlet & Violet 151,$0.01,$0.08,$5.00
1,0,0,Oddish (6),SM - Unbroken Bonds,$0.05,$0.23,$1.38
2,0,0,Oinkologne ex - 158/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.69,$10.00
2,0,0,Numel,Pokemon GO,$0.01,$0.05,$2.00
2,0,0,Numel - [Reverse Holofoil],Pokemon GO,$0.01,$0.20,$2.00
1,0,0,Nuzleaf,SWSH04: Vivid Voltage,$0.01,$0.10,$1.32
1,0,0,Nuzleaf,SWSH07: Evolving Skies,$0.01,$0.09,$1.05
1,0,0,Nuzleaf - [Reverse Holofoil],SWSH07: Evolving Skies,$0.03,$0.15,$2.00
3,0,0,Nuzleaf,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Nymble - 019/193,SV02: Paldea Evolved,$0.01,$0.07,$2.95
7,0,0,Noibat - 068/091,SV: Paldean Fates,$0.01,$0.05,$5.00
1,0,0,Nosepass,SM - Guardians Rising,$0.02,$0.15,$1.31
1,0,0,Nickit,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
2,0,0,Nickit,SWSH10: Astral Radiance,$0.01,$0.05,$2.00
1,0,0,Nidoran F - [Unlimited],Jungle,$0.06,$0.27,$11.00
2,0,0,Night Pokemon Center,Diamond and Pearl,$0.10,$0.25,$1.41
3,0,0,Nincada,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
2,0,0,Ninja Boy,XY - Steam Siege,$0.01,$0.15,$68.00
2,0,0,Nacli - 121/193,SV02: Paldea Evolved,$0.01,$0.09,$2.95
1,0,0,Natu,Unleashed,$0.13,$0.24,$2.48
1,0,0,Natu - 025/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.12,$2.50
1,0,0,Mysterious Fossil - [Unlimited],Fossil,$0.03,$0.25,$2.00
1,0,0,Murkrow,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Murkrow (59) - [Reverse Holofoil],Undaunted,$0.48,$0.69,$1.94
1,0,0,Mudbray,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
1,0,0,Morpeko (036),Shining Fates,$0.01,$0.06,$2.00
1,0,0,Mothim - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.02,$0.15,$2.00
1,0,0,Mr. Mime - [Reverse Holofoil],Supreme Victors,$0.90,$1.22,$1.75
2,0,0,Mr. Mime,XY Base Set,$0.05,$0.25,$1.32
1,0,0,Mr. Mime - [Holofoil],Trading Card Game Classic,$0.24,$0.82,$17.50
5,0,0,Morgrem,SWSH09: Brilliant Stars,$0.01,$0.06,$1.00
1,0,0,Moltres - [Holofoil],SWSH09: Brilliant Stars,$0.04,$0.22,$4.00
1,0,0,Moltres - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.10,$0.27,$5.27
1,0,0,Misty's Staryu - [Unlimited],Gym Heroes,$0.14,$0.48,$999.99
1,0,0,Misdreavus,Legends Awakened,$0.19,$0.25,$4.50
3,0,0,Misdreavus,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
3,0,0,Mismagius - 088/193,SV02: Paldea Evolved,$0.01,$0.07,$2.95
3,0,0,Mirage Gate,SWSH11: Lost Origin,$0.01,$0.15,$4.99
2,0,0,Mienfoo,SWSH11: Lost Origin,$0.01,$0.06,$1.00
3,0,0,Mightyena,SWSH04: Vivid Voltage,$0.01,$0.10,$1.05
1,0,0,Milotic,SWSH07: Evolving Skies,$0.01,$0.16,$2.00
1,0,0,Miltank,Secret Wonders,$0.25,$0.62,$1.52
1,0,0,Miltank - [Holofoil],Crown Zenith: Galarian Gallery,$0.88,$1.42,$10.00
1,0,0,Medicham,Diamond and Pearl,$0.04,$0.38,$1.99
1,0,0,Meditite,Diamond and Pearl,$0.05,$0.20,$1.84
1,0,0,Melmetal - [Holofoil],SWSH08: Fusion Strike,$0.02,$0.18,$2.00
1,0,0,Meltan,SM - Unbroken Bonds,$0.04,$0.15,$1.50
7,0,0,Meltan,Pokemon GO,$0.01,$0.07,$2.00
1,0,0,Meltan - [Reverse Holofoil],Pokemon GO,$0.01,$0.19,$2.00
2,0,0,Meowth,SM - Unbroken Bonds,$0.06,$0.20,$1.50
2,0,0,Maushold - 074/091 - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.15,$1.00
1,0,0,Maushold ex - [Holofoil],SV04: Paradox Rift,$0.05,$0.66,$4.85
1,0,0,Mawile,Call of Legends,$0.14,$0.30,$1.52
1,0,0,Maschiff,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Mareanie,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.50
3,0,0,Mareanie,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
3,0,0,Mareep,Secret Wonders,$0.09,$0.25,$4.88
2,0,0,Mankey,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
1,0,0,Mankey,SV: Scarlet & Violet 151,$0.01,$0.07,"$10,000.00"
2,0,0,Makuhita,SWSH08: Fusion Strike,$0.01,$0.05,$1.28
1,0,0,Malamar - [Holofoil],SWSH12: Silver Tempest Trainer Gallery,$0.09,$0.62,$8.99
1,0,0,Magnemite - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
3,0,0,Magnemite,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Magneton,Power Keepers,$0.79,$1.19,$4.47
1,0,0,Magneton - [Reverse Holofoil],SWSH10: Astral Radiance,$0.04,$0.15,$2.00
1,0,0,Magneton,SWSH10: Astral Radiance,$0.01,$0.09,$4.00
1,0,0,Magnezone VSTAR - [Holofoil],SWSH11: Lost Origin,$0.25,$0.82,$8.00
1,0,0,Magikarp,Mysterious Treasures,$0.19,$0.29,$1.94
1,0,0,Magikarp,Call of Legends,$0.17,$0.42,$8.80
1,0,0,Magikarp,SWSH02: Rebel Clash,$0.01,$0.13,$1.41
3,0,0,Magikarp - 042/193,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Magmar - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.15,$2.00
4,0,0,Magmar,SWSH09: Brilliant Stars,$0.01,$0.08,$1.28
1,0,0,Magmortar - [Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.94
1,0,0,Magmortar - [Reverse Holofoil],SV: Paldean Fates,$0.04,$0.15,$3.00
1,0,0,Lusamine,SM - Crimson Invasion,$0.19,$0.35,$3.01
3,0,0,Luvdisc,SWSH07: Evolving Skies,$0.01,$0.07,$2.00
1,0,0,Luvdisc - [Reverse Holofoil],SWSH07: Evolving Skies,$0.04,$0.15,$2.00
2,0,0,Luxio,Shining Fates,$0.01,$0.09,$2.00
1,0,0,Luxio (42),Crown Zenith,$0.01,$0.05,$1.45
1,0,0,Luxray - [Holofoil],SWSH02: Rebel Clash,$0.12,$0.29,$3.95
1,0,0,Luxray,SWSH09: Brilliant Stars,$0.02,$0.12,$4.00
1,0,0,Luxray - [Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$2.95
1,0,0,Mabosstiff - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$2.95
2,0,0,Mabosstiff,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Machamp - [Holofoil],SV: Scarlet & Violet 151,$0.02,$0.15,$4.00
1,0,0,Machoke,Champion's Path,$0.01,$0.11,$1.34
1,0,0,Lugia,SWSH03: Darkness Ablaze,$0.06,$0.25,$2.00
4,0,0,Lugia V - 2023 (Gabriel Fernandez),World Championship Decks,$0.50,$1.01,$2.49
1,0,0,Lunala - [Holofoil],Celebrations,$0.05,$0.20,$5.14
1,0,0,Lunatone,Great Encounters,$0.10,$0.29,$1.43
1,0,0,Lurantis,SM - Unified Minds,$0.10,$0.25,$4.99
1,0,0,Lucario,Unleashed,$0.45,$0.97,$4.55
1,0,0,Lucario V - [Holofoil],SWSH08: Fusion Strike,$0.25,$0.75,$15.00
1,0,0,Litleo (18),XY - Flashfire,$0.05,$0.21,$1.98
1,0,0,Litten - SM02 - [Holofoil],SM Promos,$0.43,$1.09,$6.99
1,0,0,Lickilicky - [Reverse Holofoil],Triumphant,$0.75,$1.00,$2.69
1,0,0,Lickilicky,Triumphant,$0.24,$0.37,$8.99
3,0,0,Lickitung,Secret Wonders,$0.10,$0.27,$5.89
1,0,0,Lickitung,Triumphant,$0.15,$0.29,$3.76
1,0,0,Lickitung,SWSH05: Battle Styles,$0.01,$0.10,$2.00
1,0,0,Lickitung - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.01,$0.15,$25.00
1,0,0,Lickitung,SV: Scarlet & Violet 151,$0.01,$0.07,$4.00
1,0,0,Latias - [Reverse Holofoil],SWSH08: Fusion Strike,$0.10,$0.30,$5.37
2,0,0,Latios Spirit Link,XY - Roaring Skies,$0.01,$0.15,$1.29
1,0,0,Leafeon V - SWSH194 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.35,$0.99,$9.95
4,0,0,Lechonk - 071/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$5.04
9,0,0,Lechonk - 071/091,SV: Paldean Fates,$0.01,$0.05,$1.51
1,0,0,Lampent,XY - Phantom Forces,$0.16,$0.32,$2.61
2,0,0,Lampent,XY - Steam Siege,$0.02,$0.15,$2.45
1,0,0,Lanturn - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.15,$1.29
1,0,0,Lanturn (Prime) - [Holofoil],Unleashed,$6.71,$10.60,$19.02
1,0,0,Larvesta (20),Noble Victories,$0.06,$0.24,$2.96
8,0,0,Larvitar,Pokemon GO,$0.01,$0.09,$2.00
1,0,0,Larvitar (115),SM - Lost Thunder,$0.04,$0.23,$1.32
1,0,0,Kyurem - [Holofoil],SWSH07: Evolving Skies,$0.03,$0.25,$9.99
1,0,0,Lairon,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
2,0,0,Krabby,Crystal Guardians,$0.18,$0.35,$4.99
1,0,0,Kricketot,Next Destinies,$0.06,$0.24,$1.36
1,0,0,Kricketot,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Krokorok,XY - Flashfire,$0.09,$0.20,$1.38
1,0,0,Krookodile,SWSH04: Vivid Voltage,$0.01,$0.15,$999.99
2,0,0,Kubfu,SWSH06: Chilling Reign,$0.01,$0.06,$7.09
2,0,0,Koffing,XY - Evolutions,$0.02,$0.13,$10.00
1,0,0,Komala,SWSH11: Lost Origin,$0.01,$0.06,$1.02
1,0,0,Klang,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Klang,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Kleavor (86) - [Holofoil],SWSH10: Astral Radiance,$0.05,$0.24,$2.00
1,0,0,Kingler VMAX - [Holofoil],SWSH09: Brilliant Stars,$0.89,$1.40,$19.95
1,0,0,Kirlia - 154/091 - [Holofoil],SV: Paldean Fates,$2.00,$3.58,$9.77
3,0,0,Kilowattrel,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Kilowattrel - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.15,$2.95
1,0,0,Jynx,SWSH11: Lost Origin,$0.01,$0.05,$2.00
1,0,0,Kabu,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Kabuto,SV: Scarlet & Violet 151,$0.01,$0.10,$5.00
2,0,0,Kakuna,Base Set,$0.14,$0.62,$6.23
1,0,0,Kamado - [Reverse Holofoil],SWSH10: Astral Radiance,$0.04,$0.15,$2.00
1,0,0,Kamado,SWSH10: Astral Radiance,$0.01,$0.10,$999.00
1,0,0,Jumpluff - [Reverse Holofoil],SWSH07: Evolving Skies,$0.07,$0.20,$2.00
1,0,0,Jigglypuff - [Unlimited],Jungle,$0.05,$0.32,$30.00
3,0,0,Jigglypuff,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Jigglypuff - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$3.95
1,0,0,Jigglypuff,SV: Scarlet & Violet 151,$0.01,$0.09,$4.00
4,0,0,Jet Energy - 2023 (Gabriel Fernandez)a,World Championship Decks,$0.75,$0.90,$1.95
1,0,0,Ivysaur,Secret Wonders,$0.32,$0.89,$6.31
3,0,0,Ivysaur,Pokemon GO,$0.02,$0.13,$2.00
1,0,0,Iono - 080/091 - [Reverse Holofoil],SV: Paldean Fates,$0.10,$0.40,$5.34
2,0,0,Inteleon - [Holofoil],SWSH06: Chilling Reign,$0.08,$0.30,$9.99
2,0,0,Inkay,Champion's Path,$0.01,$0.10,$1.29
2,0,0,Inkay,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
2,0,0,Indeedee,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Indigo Plateau,Triumphant,$0.14,$0.34,$4.15
1,0,0,Infernape - [Holofoil],SWSH09: Brilliant Stars,$0.03,$0.20,$4.00
1,0,0,Hydreigon,SWSH03: Darkness Ablaze,$0.09,$0.21,$2.00
2,0,0,Hydreigon - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.16,$2.95
2,0,0,Hydreigon - [Holofoil],SV02: Paldea Evolved,$0.01,$0.14,$3.00
2,0,0,Hoppip,XY - Steam Siege,$0.02,$0.15,$2.00
8,0,0,Hoppip,SWSH07: Evolving Skies,$0.01,$0.07,$1.00
1,0,0,Hoppip - [Reverse Holofoil],SWSH07: Evolving Skies,$0.04,$0.15,$1.25
1,0,0,Horror P Energy,SWSH02: Rebel Clash,$0.20,$0.46,$2.99
4,0,0,Houndstone - 043/091 - [Holofoil],SV: Paldean Fates,$0.01,$0.10,$5.00
2,0,0,Houndstone - 043/091 - [Reverse Holofoil],SV: Paldean Fates,$0.03,$0.15,$2.14
1,0,0,Honchkrow,SWSH05: Battle Styles,$0.01,$0.10,$1.00
1,0,0,Honchkrow - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
2,0,0,Honchkrow,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Honedge - 7/12 - [Holofoil],McDonald's Promos 2014,$1.92,$2.83,$9.89
1,0,0,Hitmonchan,Call of Legends,$0.05,$0.25,$2.21
10,0,0,Hitmonchan,SWSH07: Evolving Skies,$0.01,$0.06,$1.50
3,0,0,Hitmontop,SWSH09: Brilliant Stars,$0.01,$0.06,$0.99
1,0,0,Ho-Oh - [Holofoil],Celebrations,$0.01,$0.18,$5.00
3,0,0,Hippowdon,SWSH07: Evolving Skies,$0.01,$0.08,$1.02
2,0,0,Hippowdon,SWSH10: Astral Radiance,$0.01,$0.06,$1.00
1,0,0,Hisuian Basculegion,SWSH10: Astral Radiance,$0.01,$0.12,$2.00
1,0,0,Zeraora,SWSH08: Fusion Strike,$0.03,$0.11,$2.00
1,0,0,Zeraora V - [Holofoil],Crown Zenith,$0.25,$0.71,$5.95
6,0,0,Zinnia's Resolve,SWSH07: Evolving Skies,$0.01,$0.10,$1.30
1,0,0,Zubat - [Unlimited],Fossil,$0.01,$0.25,$11.00
1,0,0,Zubat,Mysterious Treasures,$0.10,$0.25,$1.52
6,0,0,Zweilous,SWSH07: Evolving Skies,$0.01,$0.10,$1.00
6,0,0,Zweilous,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Zamazenta V - [Holofoil],SWSH10: Astral Radiance Trainer Gallery,$2.74,$4.01,$13.69
1,0,0,Zebstrika,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Zebstrika,SWSH06: Chilling Reign,$0.01,$0.15,$12.00
2,0,0,Youngster,SV01: Scarlet & Violet Base Set,$0.01,$0.09,$5.00
1,0,0,Xerneas - [Holofoil],Celebrations,$0.02,$0.16,$5.03
2,0,0,Yamper (074),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.28
1,0,0,Yanma,Triumphant,$0.10,$0.25,$4.13
1,0,0,Yanma,Legends Awakened,$0.08,$0.24,$1.49
2,0,0,Yanma,Shining Fates,$0.01,$0.08,$2.00
1,0,0,Worker,SWSH12: Silver Tempest,$0.01,$0.15,$1.28
5,0,0,Woobat,SWSH07: Evolving Skies,$0.01,$0.05,$2.00
1,0,0,Wooloo (153),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
3,0,0,Wooper,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
4,0,0,Wobbuffet,SWSH07: Evolving Skies,$0.01,$0.07,$2.00
1,0,0,Wishiwashi,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
4,0,0,Wimpod,Pokemon GO,$0.01,$0.06,$2.00
2,0,0,Whirlipede,XY Base Set,$0.09,$0.25,$2.00
1,0,0,Whiscash,Holon Phantoms,$0.20,$0.40,$1.56
1,0,0,Whiscash - [Reverse Holofoil],SWSH10: Astral Radiance,$0.05,$0.17,$1.04
3,0,0,Whiscash,SWSH10: Astral Radiance,$0.01,$0.08,$2.00
2,0,0,Wattrel - 078/198,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
1,0,0,Wattrel - 080/193,SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Weavile - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.02,$0.15,$2.00
3,0,0,Weavile,SWSH09: Brilliant Stars,$0.01,$0.07,$1.28
3,0,0,Weedle,SWSH06: Chilling Reign,$0.01,$0.08,$5.00
1,0,0,Weezing,Great Encounters,$0.49,$0.95,$3.00
1,0,0,Wartortle,Plasma Blast,$0.72,$1.55,$4.85
1,0,0,Wartortle,Platinum,$0.50,$0.96,$11.00
1,0,0,Water Energy (Texture Full Art) - [Holofoil],Crown Zenith,$1.00,$2.49,$7.99
1,0,0,Voltorb,Triumphant,$0.17,$0.26,$1.44
4,0,0,Voltorb,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Vulpix,XY - Evolutions,$0.01,$0.10,$3.00
2,0,0,Articuno - [Holofoil],Pokemon GO,$0.05,$0.25,$100.00
2,0,0,Articuno - [Holofoil],SWSH12: Silver Tempest,$0.01,$0.24,$2.99
1,0,0,Archeops,Noble Victories,$8.47,$10.28,$33.00
1,0,0,Arboliva,SV03: Obsidian Flames,$0.01,$0.10,$2.95
1,0,0,Arcanine,Base Set,$0.22,$1.51,$52.00
1,0,0,Arcanine (13),Next Destinies,$0.20,$0.50,$3.25
1,0,0,Arceus (AR4) - [Holofoil],Arceus,$7.00,$13.85,$44.00
3,0,0,Applin,SWSH07: Evolving Skies,$0.01,$0.07,$1.50
1,0,0,Antique Helix Fossil,SV: Scarlet & Violet 151,$0.01,$0.10,$1.95
1,0,0,Altaria,SWSH07: Evolving Skies,$0.01,$0.11,$2.00
1,0,0,Altaria C,Supreme Victors,$0.44,$0.83,$8.99
2,0,0,Alolan Graveler,SM - Team Up,$0.05,$0.20,$1.32
5,0,0,Alolan Rattata,Pokemon GO,$0.01,$0.10,$2.00
1,0,0,Alolan Vulpix,SM - Lost Thunder,$0.08,$0.25,$1.47
1,0,0,Alomomola (39),Black and White,$0.14,$0.67,$3.36
2,0,0,Aipom,Unleashed,$0.10,$0.30,$1.98
4,0,0,Aipom,XY - Steam Siege,$0.01,$0.10,$2.00
2,0,0,Agatha,SWSH06: Chilling Reign,$0.01,$0.10,$2.49
1,0,0,Aerodactyl (16) - [Unlimited],Fossil,$1.14,$3.40,$9.75
2,0,0,Adventurer's Discovery,SWSH08: Fusion Strike,$0.01,$0.15,$2.00
4,0,0,Acerola's Premonition,SWSH09: Brilliant Stars,$0.01,$0.10,$1.22
1,0,0,Abra,Base Set 2,$0.12,$0.37,$999.99
1,0,0,Abomasnow,SWSH06: Chilling Reign,$0.01,$0.13,$2.00
2,0,0,Abomasnow - [Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Zorua,Emerging Powers,$0.22,$0.29,$1.49
1,0,0,Zubat,Unleashed,$0.10,$0.28,$4.50
1,0,0,Zubat,SWSH05: Battle Styles,$0.01,$0.10,$2.00
1,0,0,Zubat,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
1,0,0,Zweilous,SM - Crimson Invasion,$0.02,$0.13,$4.44
2,0,0,Zebstrika (42),Black and White,$0.13,$0.30,$4.50
1,0,0,Yveltal - [Holofoil],Celebrations,$0.01,$0.15,$5.00
1,0,0,Zamazenta V (Shiny) - SWSH293 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.50,$1.35,$9.00
1,0,0,Zapdos - [Holofoil],SWSH04: Vivid Voltage,$0.09,$0.28,$999.99
1,0,0,Yamask (45),Noble Victories,$0.19,$0.25,$1.41
1,0,0,Yamper (073),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
1,0,0,Yanma,Crown Zenith,$0.01,$0.05,$1.24
1,0,0,Yanmega,Triumphant,$0.07,$0.25,$1.43
1,0,0,Xatu,SWSH02: Rebel Clash,$0.02,$0.10,$1.45
1,0,0,Wyndon Stadium,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Wyrdeer V - 2023 (Gabriel Fernandez),World Championship Decks,$0.50,$1.19,$1.95
1,0,0,Wormadam (98),SWSH09: Brilliant Stars,$0.01,$0.10,$4.00
1,0,0,Wormadam Plant Cloak,Arceus,$0.10,$0.25,$8.99
1,0,0,Wormadam Plant Cloak - [Reverse Holofoil],Arceus,$0.15,$0.64,$15.46
2,0,0,Wormadam Sandy Cloak,Arceus,$0.09,$0.25,$4.56
2,0,0,Woobat,Black and White,$0.03,$0.24,$2.91
4,0,0,Woobat,SV: Paldean Fates,$0.01,$0.05,$5.00
1,0,0,Wooloo (222) - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.18,$1.40
2,0,0,Wooloo (222),SWSH08: Fusion Strike,$0.01,$0.06,$1.28
2,0,0,Windup Arm,SWSH11: Lost Origin,$0.01,$0.08,$10.00
1,0,0,Wingull - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.10,$2.95
6,0,0,Wingull,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Wigglytuff,SWSH08: Fusion Strike,$0.01,$0.10,$2.00
1,0,0,Wiglett - 052/182,SV04: Paradox Rift,$0.01,$0.08,$2.95
